id,agencia,CATEGORÍA CENSO 1,CANTIDAD DE SCHOPERAS CCU,CANTIDAD DE SALIDAS,CANTIDAD DE SHOPERAS COMPETENCIA ,CCU/ABINBEV/OTRAS MARCAS COMPETENCIA
2322381,PK,LOCALES EN REGLA,0,0,0,
673532,PK,LOCALES EN REGLA,4,2,1,BUDWEISER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)ROYAL GUARD  ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
2126556,PK,LOCALES EN REGLA,0,0,0,
2009198,CORPA,LOCALES EN REGLA,,,,
890234,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)ROYAL GUARD  ( de CCU)
2330291,PK,LOCALES EN REGLA,0,0,0,
1510305,CORPA,LOCALES EN REGLA,1,2,1,
2260525,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1749357,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1463295,CORPA,LOCALES EN REGLA,,,,
2272400,PK,LOCALES EN REGLA,1,4,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2258789,CORPA,LOCALES EN REGLA,1,3,1,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2329413,PK,LOCALES EN REGLA,0,0,0,
2230586,PK,LOCALES EN REGLA,0,0,0,
2123590,PK,LOCALES EN REGLA,0,0,0,
2272521,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)BUDWEISER  (de ABINBEV)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
1395201,CORPA,LOCALES EN REGLA,1,3,0,
2185196,PK,LOCALES EN REGLA,0,0,0,
681065,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
817348,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
2320547,PK,LOCALES EN REGLA,0,0,0,
2286649,PK,LOCALES EN REGLA,0,0,0,
1569865,CORPA,LOCALES EN REGLA,1,3,2,
2218373,CORPA,LOCALES EN REGLA,2,1,0,AUSTRALROYAL GUARD
561115,PK,LOCALES EN REGLA,0,0,0,
564984,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)
1575006,PK,LOCALES EN REGLA,0,0,0,
983147,CORPA,LOCALES EN REGLA,1,2,0,
2113096,PK,LOCALES EN REGLA,0,0,0,
2103711,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
1320626,PK,LOCALES EN REGLA,2,1,0,CRISTAL ( de CCU)HEINEKEN ( de CCU)
529514,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
713544,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
504029,CORPA,LOCALES EN REGLA,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
888393,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2257380,PK,LOCALES EN REGLA,0,0,0,
859718,PK,LOCALES EN REGLA,0,0,0,
2247444,PK,LOCALES EN REGLA,0,0,0,
603473,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
1692507,PK,LOCALES EN REGLA,0,0,0,
1317211,PK,LOCALES EN REGLA,2,2,1,DOLBEK ( de CCU)HEINEKEN ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2213013,PK,LOCALES EN REGLA,0,0,0,
587081,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1914020,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
510031,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
2089671,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
1430043,CORPA,LOCALES EN REGLA,,,,
676612,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
1378850,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1739586,CORPA,LOCALES EN REGLA,2,2,2,BUDWEISERSTELLA ARTOIS
1705548,CORPA,LOCALES EN REGLA,1,4,1,CRISTALROYAL GUARD
559617,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
683543,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
656881,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
599717,CORPA,LOCALES EN REGLA,1,1,0,
2158404,CORPA,LOCALES EN REGLA,2,1,1,AUSTRALROYAL GUARD
678723,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
614982,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
748754,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
639763,CORPA,LOCALES EN REGLA,0,2,1,CRISTALROYAL GUARD
689409,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
854906,PK,LOCALES EN REGLA,1,4,0,AUSTRAL ( de CCU)ESCUDO ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
684560,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
570718,PK,LOCALES EN REGLA,0,0,0,
725122,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1640438,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1754492,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
603814,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
2274059,PK,LOCALES EN REGLA,0,0,0,
679568,CORPA,LOCALES EN REGLA,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1378465,CORPA,LOCALES EN REGLA,2,3,0,
2296535,PK,LOCALES EN REGLA,1,3,1,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
601622,CORPA,LOCALES EN REGLA,0,6,2,CRISTALROYAL GUARD
1338737,CORPA,LOCALES EN REGLA,1,1,0,
1674996,CORPA,LOCALES EN REGLA,1,1,0,CRISTALROYAL GUARD
2327880,PK,LOCALES EN REGLA,0,0,0,
1508727,PK,LOCALES EN REGLA,0,0,0,
584541,PK,LOCALES EN REGLA,0,0,1,
1692857,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)STELLA ARTOIS (de ABINBEV)
598969,CORPA,LOCALES EN REGLA,1,1,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
590212,PK,LOCALES EN REGLA,0,0,0,
991201,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
2273723,PK,LOCALES EN REGLA,3,2,1,AUSTRAL ( de CCU)CRISTAL ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)AUSTRAL ( de CCU)CRISTAL ( de CCU)
1358475,CORPA,LOCALES EN REGLA,2,2,0,
565343,PK,LOCALES EN REGLA,2,1,0,CRISTAL ( de CCU)CRISTAL ( de CCU)
2182556,CORPA,LOCALES EN REGLA,2,2,0,AUSTRAL
890815,PK,LOCALES EN REGLA,0,0,0,
680370,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1700186,PK,LOCALES EN REGLA,0,0,0,
891305,PK,LOCALES EN REGLA,0,0,0,
1548096,PK,LOCALES EN REGLA,0,0,0,
613704,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
680648,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
771647,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
1326540,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2284285,CORPA,LOCALES EN REGLA,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
761366,PK,LOCALES EN REGLA,1,8,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)GUAYACAN ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1385779,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
901165,PK,LOCALES EN REGLA,0,0,0,
1390459,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
696336,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
548721,PK,LOCALES EN REGLA,3,4,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
659404,CORPA,LOCALES EN REGLA,,,,
922087,PK,LOCALES EN REGLA,0,0,0,
2286193,CORPA,LOCALES EN REGLA,2,4,3,AUSTRALROYAL GUARD
679589,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
615120,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
2302376,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
642474,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
997065,CORPA,LOCALES EN REGLA,1,3,1,CRISTALROYAL GUARD
1394883,CORPA,LOCALES EN REGLA,1,1,2,
832950,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
674760,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1459638,CORPA,LOCALES EN REGLA,1,2,0,
674539,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
1461758,CORPA,LOCALES EN REGLA,1,2,0,
2286975,CORPA,LOCALES EN REGLA,1,2,2,AUSTRALROYAL GUARD
1984608,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
532203,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
615245,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
573980,PK,LOCALES EN REGLA,0,0,0,
2263199,PK,LOCALES EN REGLA,0,0,0,
712324,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2131357,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2105444,CORPA,LOCALES EN REGLA,2,2,1,BUDWEISERSTELLA ARTOIS
1497438,PK,LOCALES EN REGLA,0,0,0,
2236902,PK,LOCALES EN REGLA,0,0,0,
858074,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
707981,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
695441,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
1468558,PK,LOCALES EN REGLA,0,0,0,
590163,PK,LOCALES EN REGLA,1,2,0,ESCUDO ( de CCU)
678020,CORPA,LOCALES EN REGLA,1,2,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
780269,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
1657463,PK,LOCALES EN REGLA,0,0,0,
2090041,PK,LOCALES EN REGLA,0,0,0,
2330433,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2090618,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
2205616,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)ROYAL GUARD  ( de CCU)
2221042,PK,LOCALES EN REGLA,0,0,0,
2314966,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1929005,CORPA,LOCALES EN REGLA,1,2,1,
845078,PK,LOCALES EN REGLA,1,3,0,DOLBEK ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
598485,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
730128,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
996759,PK,LOCALES EN REGLA,1,4,0,AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)CORONA (de ABINBEV)
675204,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2322538,CORPA,LOCALES EN REGLA,,,,HEINEKEN
801852,PK,NO REPORTADO COMO IMPLEMENTADO,0,0,0,
1509621,CORPA,LOCALES EN REGLA,,,,
2283902,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
677110,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)KUNTSMANN ( de CCU)
1578331,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
1662580,PK,LOCALES EN REGLA,0,0,0,
2182731,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
543873,PK,LOCALES EN REGLA,2,2,0,KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
767281,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2227035,PK,LOCALES EN REGLA,1,2,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
722432,CORPA,LOCALES EN REGLA,1,2,1,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1733235,PK,LOCALES EN REGLA,0,0,0,
2247559,PK,LOCALES EN REGLA,0,0,0,
987817,PK,LOCALES EN REGLA,0,0,0,
1333906,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
2147782,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
1394519,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
2023726,PK,LOCALES EN REGLA,0,0,0,
2269624,CORPA,LOCALES EN REGLA,1,3,2,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2207632,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
2203787,CORPA,LOCALES EN REGLA,1,3,0,AUSTRAL
1525890,PK,LOCALES EN REGLA,1,1,0,KUNTSMANN ( de CCU)
1698097,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)BUDWEISER  (de ABINBEV)STELLA ARTOIS (de ABINBEV)
613829,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2342167,CORPA,LOCALES EN REGLA,1,2,1,
2353843,CORPA,LOCALES EN REGLA,,,,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2229266,CORPA,LOCALES EN REGLA,1,2,0,
2359778,PK,LOCALES EN REGLA,0,0,0,
1311381,CORPA,LOCALES EN REGLA,2,2,0,BUDWEISERSTELLA ARTOIS
584331,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)
2224318,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)
574162,PK,LOCALES EN REGLA,0,0,0,
1382828,PK,LOCALES EN REGLA,1,2,0,KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2247644,PK,LOCALES EN REGLA,0,0,0,
2331211,PK,LOCALES EN REGLA,2,4,2,ESCUDO ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)BECKER  (de ABINBEV)AUSTRAL ( de CCU)DOLBEK ( de CCU)KUNTSMANN ( de CCU)
1692534,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
2262052,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
824315,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2067563,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
764477,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2296877,CORPA,LOCALES EN REGLA,1,3,2,AUSTRAL
933272,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALROYAL GUARD
2322428,CORPA,LOCALES EN REGLA,,,,
673772,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
2093567,PK,LOCALES EN REGLA,1,3,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)STELLA ARTOIS (de ABINBEV)
1578816,PK,LOCALES EN REGLA,0,0,0,
996988,PK,LOCALES EN REGLA,0,0,0,
903426,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)DOLBEK ( de CCU)GUAYACAN ( de CCU)ROYAL GUARD  ( de CCU)STELLA ARTOIS (de ABINBEV)
1928270,PK,LOCALES EN REGLA,0,0,0,
544346,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
2292720,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
2132542,CORPA,LOCALES EN REGLA,2,6,0,AUSTRAL
1682053,CORPA,LOCALES EN REGLA,,,,
1943512,CORPA,LOCALES EN REGLA,1,3,1,AUSTRALROYAL GUARD
1469335,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
1379397,PK,NO REPORTADO COMO IMPLEMENTADO,0,0,0,
813886,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,2,1,BUDWEISERSTELLA ARTOIS
2392389,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,2,1,BUDWEISERSTELLA ARTOIS
2031878,CORPA,NO REPORTADO COMO IMPLEMENTADO,2,2,1,BUDWEISERSTELLA ARTOIS
1425863,SIN CENSO,LOCALES EN REGLA,,,,
2112321,PK,LOCALES EN REGLA,2,1,0,AUSTRAL ( de CCU)ROYAL GUARD  ( de CCU)
2232320,PK,LOCALES EN REGLA,1,2,1,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)STELLA ARTOIS (de ABINBEV)
1910975,PK,LOCALES EN REGLA,0,0,0,
1654192,CORPA,LOCALES EN REGLA,,,,
2294470,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
2288518,PK,LOCALES EN REGLA,1,1,0,HEINEKEN ( de CCU)
932939,CORPA,LOCALES EN REGLA,1,2,1,BUDWEISERSTELLA ARTOIS
2247646,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1953054,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2242020,CORPA,LOCALES EN REGLA,2,3,1,AUSTRALROYAL GUARD
2205300,PK,LOCALES EN REGLA,0,0,0,
584442,PK,LOCALES EN REGLA,2,2,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2268833,PK,LOCALES EN REGLA,3,2,0,KUNTSMANN ( de CCU)AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1329923,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
2092554,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
2117500,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2267262,PK,LOCALES EN REGLA,1,3,0,KUNTSMANN ( de CCU)
1757065,PK,LOCALES EN REGLA,1,4,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2330470,CORPA,LOCALES EN REGLA,1,3,0,
2203239,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)
543917,PK,LOCALES EN REGLA,1,5,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)PATAGONIA ( de CCU)
2337155,CORPA,LOCALES EN REGLA,1,2,0,
812881,PK,LOCALES EN REGLA,0,0,0,
2316701,PK,LOCALES EN REGLA,2,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2257545,PK,LOCALES EN REGLA,0,0,0,
2295360,CORPA,LOCALES EN REGLA,1,2,0,AUSTRAL
2300206,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
2235469,CORPA,LOCALES EN REGLA,1,6,2,AUSTRALROYAL GUARD
926408,CORPA,LOCALES EN REGLA,,,,
2188463,PK,LOCALES EN REGLA,0,0,0,
2272901,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
2092336,PK,LOCALES EN REGLA,0,0,0,
675457,CORPA,LOCALES EN REGLA,1,2,2,BUDWEISERSTELLA ARTOIS
2273002,PK,LOCALES EN REGLA,0,0,0,
549507,PK,LOCALES EN REGLA,0,0,0,
1301908,CORPA,LOCALES EN REGLA,,,,
2154492,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)
1997115,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)CORONA (de ABINBEV)
2306325,CORPA,LOCALES EN REGLA,2,2,0,
1448899,CORPA,LOCALES EN REGLA,1,3,0,
2196301,CORPA,LOCALES EN REGLA,,,,AUSTRAL
,CORPA,LOCALES EN REGLA,,,,
675508,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)HEINEKEN ( de CCU)
2325002,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
2027856,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)CRISTAL ( de CCU)
2188501,PK,LOCALES EN REGLA,0,0,0,
2205002,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)
2233389,PK,LOCALES EN REGLA,4,2,1,KUNTSMANN ( de CCU)AUSTRAL ( de CCU)KUNTSMANN ( de CCU)CRISTAL ( de CCU)
1659527,PK,LOCALES EN REGLA,1,5,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)KILOMETRO 24.7 (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2012491,PK,LOCALES EN REGLA,0,0,0,
2172214,PK,LOCALES EN REGLA,0,0,0,
2224091,PK,LOCALES EN REGLA,0,0,0,
2344852,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1657739,PK,LOCALES EN REGLA,0,0,0,
710035,PK,LOCALES EN REGLA,0,0,0,
2289029,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
2282560,CORPA,LOCALES EN REGLA,,,,AUSTRAL
2164145,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)ESCUDO ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)BECKER  (de ABINBEV)CUSQUENA (de ABINBEV)KILOMETRO 24.7 (de ABINBEV)STELLA ARTOIS (de ABINBEV)
1351527,CORPA,LOCALES EN REGLA,,,,BUDWEISERSTELLA ARTOIS
2113906,PK,LOCALES EN REGLA,1,4,1,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)CUSQUENA (de ABINBEV)STELLA ARTOIS (de ABINBEV)
2311088,PK,LOCALES EN REGLA,2,1,0,HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1301069,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1696085,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
2229981,CORPA,LOCALES EN REGLA,1,3,0,AUSTRALHEINEKENBUDWEISERSTELLA ARTOIS
843183,CORPA,LOCALES EN REGLA,1,2,2,BUDWEISERSTELLA ARTOIS
532674,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1742036,PK,LOCALES EN REGLA,0,0,0,
675743,PK,LOCALES EN REGLA,2,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)AUSTRAL ( de CCU)HEINEKEN ( de CCU)KUNTSMANN ( de CCU)
1388782,CORPA,LOCALES EN REGLA,1,2,0,BUDWEISERSTELLA ARTOIS
2183578,CORPA,LOCALES EN REGLA,1,4,0,AUSTRALROYAL GUARD
2325178,PK,LOCALES EN REGLA,0,0,0,
2217553,CORPA,LOCALES EN REGLA,,,,AUSTRALROYAL GUARD
1367118,CORPA,LOCALES EN REGLA,1,1,1,
2349879,CORPA,LOCALES EN REGLA,1,3,1,
2263838,CORPA,LOCALES EN REGLA,,,,AUSTRAL
1544620,CORPA,LOCALES EN REGLA,,,,
1431892,PK,LOCALES EN REGLA,2,1,1,HEINEKEN ( de CCU)CRISTAL ( de CCU)KUNTSMANN ( de CCU)STELLA ARTOIS (de ABINBEV)
2234765,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
669780,CORPA,LOCALES EN REGLA,1,3,2,CRISTALROYAL GUARD
2336107,PK,LOCALES EN REGLA,0,0,0,
871522,PK,LOCALES EN REGLA,1,1,0,CRISTAL ( de CCU)
638379,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
1378709,PK,LOCALES EN REGLA,1,2,0,CRISTAL ( de CCU)
637148,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
2022916,CORPA,LOCALES EN REGLA,1,3,0,CRISTALROYAL GUARD
843848,PK,LOCALES EN REGLA,0,0,0,
606569,CORPA,LOCALES EN REGLA,1,3,0,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
1747564,CORPA,LOCALES EN REGLA,1,2,0,
1628664,CORPA,LOCALES EN REGLA,1,2,0,CRISTALROYAL GUARD
1861790,CORPA,LOCALES EN REGLA,1,2,0,AUSTRALROYAL GUARD
794904,PK,LOCALES EN REGLA,0,0,0,
1436764,PK,LOCALES EN REGLA,1,3,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)ROYAL GUARD  ( de CCU)
571938,PK,LOCALES EN REGLA,0,0,0,
1931932,CORPA,LOCALES EN REGLA,1,1,0,AUSTRALROYAL GUARD
1448611,PK,LOCALES EN REGLA,2,2,0,AUSTRAL ( de CCU)KUNTSMANN ( de CCU)HEINEKEN ( de CCU)
1466881,PK,LOCALES EN REGLA,1,2,0,ROYAL GUARD  ( de CCU)
2233735,CORPA,LOCALES EN REGLA,1,1,1,AUSTRAL
594225,CORPA,LOCALES EN REGLA,,,,CRISTALROYAL GUARD
2294847,PK,LOCALES EN REGLA,1,2,0,AUSTRAL ( de CCU)
542702,PK,LOCALES EN REGLA,0,0,0,
599304,PK,LOCALES EN REGLA,1,1,0,ESCUDO ( de CCU)
781019,PK,LOCALES EN REGLA,0,0,0,
595207,CORPA,LOCALES EN REGLA,1,3,0,BUDWEISERSTELLA ARTOIS
530045,CORPA,LOCALES EN REGLA,,,,KUNTSMANNPATAGONIAAUSTRALCRISTALROYAL GUARD
